State,city,Zipcode,latitude,longitude
CA,Calistoga,94515,38.590246,-122.594045
CA,Calistoga,94515,38.616948,-122.593873
CA,Calistoga,94515,38.598526,-122.641889
CA,Calistoga,94515,38.560197,-122.537193
CA,Calistoga,94515,38.569598,-122.5127
CA,Calistoga,94515,38.56989361,-122.5148071
CA,Calistoga,94515,38.559984,-122.629709
CA,Calistoga,94515,38.579841,-122.510567
CA,Calistoga,94515,38.58411,-122.570928
CA,Calistoga,94515,38.566539,-122.555725
CA,Cambria,93428,35.559694,-121.080446
CA,Cambria,93428,35.568684,-121.105392
CA,Cambria,93428,35.572315,-121.111824
CA,Cambria,93428,35.573586,-121.112099
CA,Cambria,93428,35.57642,-121.113373
CA,Cambria,93428,35.57853,-121.115468
CA,Capitola,95010,36.969855,-121.965169
CA,Carlsbad,92056,33.099168,-117.285907
CA,Carlsbad,92011,33.097013,-117.283607
CA,Carmel,93923,36.519746,-121.806639
CA,Carmel,93923,36.501993,-121.937239
CA,Carmel,93923,36.539787,-121.908437
CA,Carmel,93923,36.555646,-121.924572
CA,Carmel,93923,36.528693,-121.819756
CA,Carmel by the Sea,93921,36.559153,-121.922482
CA,Carmel Valley,93924,36.478332,-121.730362
CA,Carmel-By-The-Sea,93921,36.554085,-121.920932
CA,Carpinteria,93013,34.392221,-119.509709
CA,Cathedral City,92234,33.781195,-116.465538
CA,Cayucos,93430,35.449166,-120.905677
CA,Cayucos,93430,35.49624,-120.806161
CA,Chico,95928,39.723681,-121.815452
CA,Chico,95928,39.724898,-121.805557
CA,Chino Hills,91709,33.978596,-117.700634
CA,Chula Vista,91910,32.636651,-117.099805
CA,City of Industry,91744,34.020686,-117.927112
CA,Clearlake Oaks,95423,39.029607,-122.582891
CA,Coarsegold,93614,37.2618,-119.7005
CA,Coffee Creek,96091,41.084073,-122.717767
CA,Corona,92882,33.87896,-117.603758
CA,Corona,92882,33.878783,-117.604583
CA,Corona,92879,33.888402,-117.516653
CA,Corona,92880,33.986139,-117.558635
CA,Corona del Mar,92625,33.593691,-117.867538
CA,Coronado,92118,32.681752,-117.177563
CA,Coronado,92118,32.694532,-117.167041
CA,Costa Mesa,92626,33.665479,-117.881832
CA,Costa Mesa,92626,33.691584,-117.892763
CA,Costa Mesa,92626,33.69107,-117.880706
CA,Costa Mesa,92626,33.665254,-117.881359
CA,Crescent City,95531,41.746622,-124.178139
CA,Creston,93432,35.510851,-120.488018
CA,Cupertino,95014,37.321391,-122.031433
CA,Cupertino,95014,37.307052,-122.128625
CA,Dana Point,92629,33.483048,-117.715296
CA,Dana Point,92629,33.465904,-117.689368
CA,Dana Point,92624,33.457689,-117.670657
CA,Danville,94526,37.810684,-121.991158
CA,Deer Park,94576,38.560079,-122.477148
CA,Del Mar,92014,32.960065,-117.265995
CA,Del Mar,92014,32.978525,-117.256068
CA,Desert Hot Springs,92240,33.955693,-116.482451
CA,Desert Hot Springs,92240,33.945224,-116.487266
CA,Diamond Bar,91765,34.00276,-117.831144
CA,Downieville,95936,39.559661,-120.828154
CA,Dunsmuir,96025,41.198543,-122.276779
CA,El Segundo,90245,33.930569,-118.400741
CA,Elk,95432,39.12713,-123.712525
CA,Elk Grove,95758,38.426921,-121.482246
CA,Emeryville,94608,37.839559,-122.292929
CA,Eureka,95501,40.804029,-124.158473
CA,Eureka,95501,40.804318,-124.159501
CA,Eureka,95501,40.803753,-124.160963
CA,Fair Oaks,95628,38.643756,-121.268727
CA,Ferndale,95536,40.575929,-124.265826
CA,Ferndale,95536,40.575434,-124.264839
CA,Folsom,95630,38.654551,-121.123609
CA,Forestville,95436,38.489318,-122.883695
CA,Fort Bragg,95437,39.460807,-123.806806
CA,Fort Bragg,95437,39.462913,-123.806309
CA,Fortuna,95540,40.578828,-124.153129
CA,Fortuna,95540,40.578178,-124.152549
CA,Fountain Valley,92708,33.708751,-117.953549
CA,Fremont,94538,37.483049,-121.939643
CA,Fremont,94538,37.489156,-121.946385
CA,Fremont,94538,37.532664,-122.001015
CA,Fresno,93720,36.732749,-119.783671
CA,Fresno,93710,36.809396,-119.77969
CA,Fulton,95439,38.503061,-122.770196
CA,Fulton,95439,38.495777,-122.766605
CA,Geyserville,95441,38.718347,-122.894179
CA,Geyserville,95441,38.703678,-122.961505
CA,Geyserville,95441,38.709775,-122.96543
CA,Glen Ellen,95442,38.366705,-122.528768
CA,Glen Ellen,95442,38.340213,-122.506305
CA,Goleta,93117,34.433363,-119.919778
CA,Graeagle,96103,39.723116,-120.662982
CA,Graeagle,96103,39.793212,-120.531937
CA,Grass Valley,95945,39.220862,-121.062901
CA,Groveland,95321,37.839265,-120.229326
CA,Groveland,95321,37.876236,-119.859107
CA,Guerneville,95446,38.4996,-122.989094
CA,Half Moon Bay,94019,37.434877,-122.441135
CA,Hawaiian Gardens,90716,33.83256,-118.079004
CA,Hawthorne,90250,33.930512,-118.351184
CA,Hawthorne,90250,33.900892,-118.371544
CA,Healdsburg,95448,38.604647,-122.886756
CA,Healdsburg,95448,38.507296,-122.897357
CA,Healdsburg,95448,38.631275,-122.896985
CA,Healdsburg,94558,38.609063,-122.870589
CA,Healdsburg,95448,38.610311,-122.871343
CA,Healdsburg,95448,38.653067,-122.924521
CA,Healdsburg,95448,38.644333,-122.933014
CA,Healdsburg,95448,38.678259,-122.926631
CA,Healdsburg,94949,38.655687,-122.936069
CA,Healdsburg,95448,38.65968,-122.885307
CA,Healdsburg,95448,38.606625,-122.861282
CA,Healdsburg,95405,38.520704,-122.869165
CA,Healdsburg,95448,38.522641,-122.878608
CA,Healdsburg,95448,38.577748,-122.877048
CA,Hemet,92545,33.734864,-117.031481
CA,Highland,92346,34.150481,-117.229147
CA,Hope Valley,96120,38.770986,-119.902266
CA,Hopland,95449,38.967412,-123.114542
CA,Hopland,95449,38.96006,-123.115458
CA,Huntington Beach,92648,33.650713,-117.991102
CA,Huntington Beach,92648,33.654073,-117.995841
CA,Idyllwild,92549,33.756093,-116.699764
CA,Indian Wells,92210,33.723284,-116.32632
CA,Indian Wells,92210,33.724513,-116.331292
CA,Indian Wells,92210,33.721324,-116.330079
CA,Indio,92201,33.717645,-116.272553
CA,Inverness,94937,38.107136,-122.862521
CA,Irvine,92614,33.694659,-117.858698
CA,Irvine,92612,33.678988,-117.851352
CA,Irvine,92618,33.656739,-117.748729
CA,Jamestown,95327,37.92922,-120.451832
CA,Jamestown,95327,37.952112,-120.423307
CA,Julian,92036,33.080217,-116.60202
CA,Kenwood,95452,38.428301,-122.554771
CA,Kirkwood,95646,38.68471,-120.065176
CA,La Jolla,92037,32.844535,-117.275498
CA,La Mesa,91943,32.779659,-116.991648
CA,La Quinta,92253,33.680074,-116.302672
CA,La Quinta,92253,33.663064,-116.241675
CA,La Quinta,92253,33.677282,-116.296968
CA,La Quinta,92253,33.666528,-116.260875
CA,La Quinta,92253,33.703165,-116.293199
CA,Laguna Beach,92651,33.53032,-117.77372
CA,Laguna Beach,92651,33.529418,-117.771479
CA,Laguna Beach,92651,33.515543,-117.756997
CA,Laguna Beach,92651,33.511463,-117.752795
CA,Laguna Woods,92637,33.610487,-117.729669
CA,Lake Arrowhead,92352,34.250959,-117.192334
CA,Lake City,96115,41.741817,-120.194346
CA,Lake Elsinore,92530,33.65881,-117.301465
CA,Lemoore,93245,36.239856,-119.76709
CA,Lewiston,96052,40.708435,-122.806317
CA,Little River,95456,39.262514,-123.783661
CA,Little River,95456,39.271965,-123.789149
CA,Little River,95456,39.277864,-123.790524
CA,Lockeford,95237,38.165588,-121.151878
CA,Lodi,95242,38.145609,-121.307349
CA,Lompoc,93436,34.634794,-120.296983
CA,Long Beach,90802,33.767531,-118.191749
CA,Long Beach,90815,33.811424,-118.137078
CA,Long Beach,90802,33.757129,-118.198497
CA,Los Alamos,93440,34.743568,-120.276817
CA,Los Altos,94022,37.404754,-122.119174
CA,Los Angeles,90015,34.043011,-118.263554
CA,Los Angeles,90049,34.07262,-118.46865
CA,Los Angeles,90029,34.093068,-118.291312
CA,Los Angeles,90025,34.050187,-118.460458
CA,Los Angeles,90012,34.050845,-118.242258
CA,Los Angeles,90035,34.055356,-118.398536
CA,Los Angeles,90028,34.100309,-118.326458
CA,Los Angeles,90067,34.054111,-118.412287
CA,Los Angeles,90077,34.127922,-118.443821
CA,Los Angeles,90010,34.062171,-118.290423
CA,Los Angeles,90071,34.052566,-118.256518
CA,Los Angeles,91602,34.14521,-118.370021
CA,Los Angeles,90048,34.069941,-118.376872
CA,Los Angeles,90071,34.050158,-118.256975
CA,Los Angeles,90045,33.946181,-118.38161
CA,Los Angeles,90028,34.10063,-118.325867
CA,Los Angeles,90077,34.086453,-118.446351
CA,Los Angeles,90046,34.098274,-118.367702
CA,Los Angeles,90048,34.076335,-118.374506
CA,Los Angeles,90048,34.076435,-118.378446
CA,Los Angeles,90014,34.043672,-118.25796
CA,Los Angeles,90015,34.042055,-118.256855
CA,Los Angeles,90024,34.063243,-118.440894
CA,Los Angeles,90015,34.045537,-118.264075
CA,Los Gatos,95030,37.22122,-121.985689
CA,Los Gatos,95030,37.220883,-121.977124
CA,Los Gatos,95030,37.22101,-121.980231
CA,Malibu,90265,34.025178,-118.769612
CA,Malibu,90265,34.01949,-118.790659
CA,Mammoth Lakes,93546,37.651263,-118.986311
CA,Mammoth Lakes,93546,37.636019,-118.990843
CA,Mammoth Lakes,93546,37.649506,-118.984255
CA,Mammoth Lakes,93546,37.649232,-118.986394
CA,Manhattan Beach,90266,33.900592,-118.388614
CA,Manteca,95336,37.853552,-121.218935
CA,Marina del Rey,90292,33.98174,-118.459902
CA,Marina del Rey,90292,33.984245,-118.450318
CA,Mariposa,95338,37.486577,-119.961303
CA,Mendocino,95460,39.300258,-123.791342
CA,Mendocino,95460,39.315819,-123.799239
CA,Mendocino,95460,39.316588,-123.79936
CA,Mendocino,95460,39.305749,-123.799248
CA,Menlo Park,94025,37.48238485,-122.1766472
CA,Middletown,95461,38.732702,-122.62457
CA,Millbrae,94030,37.609606,-122.401441
CA,Mission Viejo,92692,33.654407,-117.626635
CA,Modesto,95350,37.664546,-121.026571
CA,Montecito,93108,34.44698,-119.623604
CA,Monterey,93940,36.58578,-121.900739
CA,Monterey,93940,36.610893,-121.858972
CA,Monterey,93940,36.60048,-121.895114
CA,Monterey,93940,36.599807,-121.894786
CA,Monterey,93940,36.592629,-121.893937
CA,Moreno Valley,92553,33.935642,-117.274447
CA,Morgan Hill,95037,37.192935,-121.701569
CA,Morgan Hill,95037,37.133827,-121.632362
CA,Moss Beach,94038,37.521966,-122.513616
CA,Mountain View,94040,37.389475,-122.092173
CA,Mountain View,94040,37.381451,-122.074158
CA,Mount Shasta,96067,41.303489,-122.309015
CA,Murphys,95247,38.142611,-120.494844
CA,Murphys,95247,38.136964,-120.461852
CA,Murphys,95247,38.137983,-120.464057
CA,Napa,94558,38.224084,-122.259177
CA,Napa,94558,38.303485,-122.311333
CA,Napa,94558,38.345754,-122.339796
CA,Napa,94559,38.304019,-122.283592
CA,Napa,94558,38.349444,-122.265663
CA,Napa,94559,38.305082,-122.283296
CA,Napa,94558,38.355355,-122.286915
CA,Napa,94558,38.341888,-122.324768
CA,Napa,94558,38.358545,-122.293297
CA,Napa,94559,38.292614,-122.287015
CA,Napa,94559,38.293086,-122.284226
CA,Napa,94559,38.296494,-122.282396
CA,Napa,94558,38.454562,-122.363878
CA,Napa,94558,38.40575,-122.327935
CA,Napa,94558,38.4199,-122.320121
CA,Napa,94558,38.310243,-122.248246
CA,Napa,94558,38.475782,-122.388661
CA,Napa Valley,94558,38.344507,-122.326492
CA,Newark,94560,37.521425,-121.999528
CA,Newport Beach,92660,33.617446,-117.889091
CA,Newport Beach,92663,33.615756,-117.914758
CA,Newport Beach,92657,33.586837,-117.843042
CA,Newport Beach,92663,33.616935,-117.929938
CA,Newport Beach,92660,33.619996,-117.874992
CA,Oakhurst,93644,37.335923,-119.646151
CA,Oakhurst,93644,37.36109,-119.64434
CA,Oakhurst,93644,37.327452,-119.660409
CA,Oakland,94603,37.726036,-122.198798
CA,Oakland,94621,37.729336,-122.208969
CA,Oakville,94562,38.430238,-122.389725
CA,Oakville,94562,38.437473,-122.402787
CA,Oakville,94562,38.44447977,-122.4084604
CA,Oakville,94562,38.440913,-122.381323
CA,Occidental,95465,38.407219,-122.94643
CA,Ojai,93023,34.437995,-119.255545
CA,Olympic Valley,96146,39.206535,-120.209181
CA,Ontario,91764,34.070995,-117.556229
CA,Ontario,91764,34.070391,-117.555433
CA,Orange,92866,33.786338,-117.853351
CA,Orange,92868,33.789983,-117.891085
CA,Orange,92868,33.789241,-117.89178
CA,Oroville,95966,39.466293,-121.516144
CA,Pacific Grove,93950,36.620006,-121.933299
CA,Palm Desert,92260,33.760346,-116.361758
CA,Palm Desert,92260,33.718817,-116.380106
CA,Palm Desert,92260,33.757747,-116.360026
CA,Palm Desert,92210,33.720751,-116.327495
CA,Palm Springs,92264,33.801611,-116.532389
CA,Palm Springs,92262,33.84606,-116.543982
CA,Palm Springs,92262,33.821449,-116.548343
CA,Palm Springs,92264,33.815869,-116.547985
CA,Palm Springs,92262,33.852212,-116.521087
CA,Palm Springs,92262,33.823047,-116.550613
CA,Palm Springs,92264,33.795307,-116.500152
CA,Palm Springs,92262,33.831334,-116.54503
CA,Palm Springs,92262,33.832316,-116.54607
CA,Palm Springs,92264,33.800669,-116.540258
CA,Palmdale,93551,34.597523,-118.143381
CA,Palmdale,93551,34.614332,-118.139718
CA,Palo Alto,94301,37.443595,-122.161542
CA,Palo Alto,94306,37.41839,-122.13541
CA,Palo Alto,94306,37.409477,-122.123237
CA,Palo Alto,94306,37.408262,-122.11972
CA,Palo Alto,94306,37.40575,-122.118315
CA,Paso Robles,93446,35.665285,-120.886925
CA,Paso Robles,93446,35.625599,-120.692184
CA,Paso Robles,93446,35.641205,-120.687141
CA,Paso Robles,93446,35.658138,-120.904655
CA,Paso Robles,93446,35.640982,-120.687792
CA,Paso Robles,93446,35.627379,-120.685883
CA,Paso Robles,93446,35.590248,-120.716324
CA,Paso Robles,93446,35.584362,-120.716042
CA,Paso Robles,93446,35.574136,-120.741735
CA,Paso Robles,93446,35.584431,-120.737259
CA,Paso Robles,93446,35.647373,-120.669878
CA,Paso Robles,93446,35.650075,-120.74563
CA,Paso Robles,93446,35.644878,-120.688419
CA,Paso Robles,93446,35.576583,-120.69023
CA,Paso Robles,93446,35.576126,-120.690223
CA,Paso Robles,93446,35.643714,-120.634103
CA,Paso Robles,93446,35.663491,-120.6673
CA,Paso Robles,93446,35.575016,-120.68958
CA,Paso Robles,93446,35.634438,-120.607234
CA,Paso Robles,93446,35.675597,-120.727778
CA,Paso Robles,93446,35.620257,-120.686754
CA,Paso Robles,93446,35.570633,-120.791145
CA,Paso Robles,93446,35.577629,-120.791992
CA,Paso Robles,93446,35.581277,-120.80007
CA,Paso Robles,93446,35.649893,-120.806556
CA,Paso Robles,93446,35.599381,-120.570984
CA,Paso Robles,93446,35.59771,-120.829689
CA,Paso Robles,93446,35.598746,-120.833054
CA,Paso Robles,93446,35.657425,-120.545644
CA,Paso Robles,93446,35.621213,-120.843994
CA,Paso Robles,93446,35.648084,-120.833095
CA,Paso Robles,93446,35.636004,-120.861929
CA,Pebble Beach,93953,36.568537,-121.950742
CA,Pebble Beach,93953,36.582438,-121.938454
CA,Petaluma,94954,38.272435,-122.662346
CA,Petaluma,94954,38.232233,-122.614306
CA,Philo,95466,39.131869,-123.532571
CA,Philo,95466,39.0979,-123.484338
CA,Pismo Beach,93449,35.14571,-120.646317
CA,Pismo Beach,93449,35.14834,-120.650611
CA,Pismo Beach,93449,35.149305,-120.65142
CA,Pismo Beach,93449,35.149551,-120.653999
CA,Pismo Beach,93449,35.152521,-120.660575
CA,Pismo Beach,93449,35.164547,-120.68932
CA,Pismo Beach,93449,35.165283,-120.690918
CA,Placerville,95667,38.746835,-120.719043
CA,Placerville,95667,38.790487,-120.888605
CA,Pleasanton,94566,37.664012,-121.87478
CA,Plymouth,95642,38.521804,-120.817893
CA,Plymouth,95669,38.526251,-120.801802
CA,Plymouth,95669,38.480785,-120.848399
CA,Plymouth,95669,38.480871,-120.847904
CA,Plymouth,95669,38.53674,-120.79274
CA,Rancho Mirage,92270,33.743247,-116.40711
CA,Rancho Mirage,92270,33.766795,-116.458213
CA,Rancho Mirage,92270,33.801057,-116.41903
CA,Rancho Mirage,92270,33.742493,-116.413022
CA,Rancho Murieta,95683,38.491637,-121.099523
CA,Rancho Santa Fe,92067,32.996541,-117.193444
CA,Rancho Santa Fe,92067,33.018591,-117.205192
CA,Red Bluff,96080,40.181629,-122.220238
CA,Redding,96002,40.574272,-122.359085
CA,Redlands,92374,34.062283,-117.196954
CA,Redondo Beach,90277,33.849779,-118.396137
CA,Riverside,92501,33.985977,-117.372784
CA,Rohnert Park,94928,38.363845,-122.716398
CA,Rosemead,91770,34.037166,-118.080798
CA,Rowland Heights,91748,33.994878,-117.892312
CA,Rutherford,94558,38.468311,-122.404909
CA,Rutherford,94573,38.47357715,-122.4026117
CA,Sacramento,95814,38.577428,-121.491085
CA,Sacramento,95814,38.581384,-121.499471
CA,Salinas,93908,36.482388,-121.486553
CA,San Ardo,93450,35.9736508,-120.9000813
CA,San Bruno,94066,37.621822,-122.412259
CA,San Diego,92101,32.716458,-117.163517
CA,San Diego,92037,32.905731,-117.243853
CA,San Diego,92127,33.021116,-117.082574
CA,San Diego,92101,32.725455,-117.199944
CA,San Diego,92109,32.775393,-117.238827
CA,San Diego,92109,32.765666,-117.240448
CA,San Diego,92106,32.711586,-117.230117
CA,San Diego,92037,32.852295,-117.260906
CA,San Diego,92101,32.730669,-117.172641
CA,San Diego,92101,32.716075,-117.161533
CA,San Diego,92108,32.759833,-117.164853
CA,San Diego,92101,32.717542,-117.16689
CA,San Diego,92122,32.87458,-117.208542
CA,San Diego,92109,32.807299,-117.217827
CA,San Diego,92130,32.938409,-117.197364
CA,San Diego,92111,32.83364,-117.143637
CA,San Diego,92101,32.70957,-117.159189
CA,San Diego,92109,32.79688,-117.256607
CA,San Diego,92037,32.855049,-117.258046
CA,San Diego,92101,32.717029,-117.171733
CA,San Diego,92037,32.847206,-117.275534
CA,San Diego,92037,32.88381,-117.244163
CA,San Francisco,94111,37.78808,-122.399144
CA,San Francisco,94111,37.792949,-122.398099
CA,San Francisco,94111,37.792364,-122.399999
CA,San Francisco,94115,37.785393,-122.42857
CA,San Francisco,94115,37.786809,-122.430326
CA,San Francisco,94104,37.792602,-122.400439
CA,San Francisco,94102,37.785979,-122.410846
CA,San Francisco,94102,37.787809,-122.408674
CA,San Francisco,94103,37.786525,-122.403093
CA,San Francisco,94108,37.791841,-122.40684
CA,San Francisco,94103,37.785049,-122.404104
CA,San Francisco,94108,37.792307,-122.410899
CA,San Francisco,94108,37.791647,-122.410802
CA,San Francisco,94132,37.73311008,-122.5051661
CA,San Jose,95110,37.357352,-121.930116
CA,San Jose,95113,37.333145,-121.888784
CA,San Jose,95131,37.378153,-121.939178
CA,San Jose,95111,37.296524,-121.853744
CA,San Jose,95113,37.330123,-121.888201
CA,San Jose,95134,37.416505,-121.952968
CA,San Leandro,94579,37.685759,-122.132622
CA,San Luis Obispo,94301,35.235912,-120.621362
CA,San Marcos,92078,33.124599,-117.207571
CA,San Marcos,92078,33.124036,-117.207958
CA,San Marcos,92078,33.121012,-117.216102
CA,San Martin,95046,37.068092,-121.63246
CA,San Ramon,94583,37.777934,-121.977947
CA,San Simeon,93452,35.650849,-121.186111
CA,San Simeon,93452,35.613575,-121.143402
CA,Santa Barbara,93103,34.417553,-119.66905
CA,Santa Barbara,93108,34.421101,-119.640445
CA,Santa Barbara,93101,34.420505,-119.702837
CA,Santa Barbara,93101,34.408608,-119.693944
CA,Santa Barbara,93101,34.413143,-119.689803
CA,Santa Barbara,93103,34.418311,-119.671314
CA,Santa Barbara,93103,34.416109,-119.676571
CA,Santa Barbara,93103,34.439276,-119.703618
CA,Santa Clara,95054,37.392116,-121.97433
CA,Santa Clara,95054,37.383576,-121.979285
CA,Santa Clara,95050,37.364636,-121.939317
CA,Santa Clara,95054,37.394451,-121.945493
CA,Santa Cruz,95065,36.998926,-121.984788
CA,Santa Cruz,95060,36.984303,-122.022545
CA,Santa Maria,93455,34.89588,-120.441945
CA,Santa Maria,93455,34.865122,-120.368227
CA,Santa Monica,90401,34.01711,-118.501107
CA,Santa Monica,90403,34.018794,-118.501062
CA,Santa Monica,90404,34.030445,-118.481495
CA,Santa Monica,90401,34.015445,-118.499105
CA,Santa Monica,90401,34.009092,-118.493067
CA,Santa Monica,90401,34.008505,-118.491877
CA,Santa Monica,90401,34.00845,-118.490338
CA,Santa Monica,90405,34.025807,-118.456551
CA,Santa Monica,90401,34.014383,-118.491664
CA,Santa Monica,90401,34.015042,-118.491169
CA,Santa Monica,90405,34.010613,-118.48543
CA,Santa Monica,90405,34.007204,-118.491461
CA,Santa Rosa,95404,38.426058,-122.736016
CA,Santa Rosa,95401,38.435876,-122.719813
CA,Santa Rosa,95401,38.468798,-122.850738
CA,Santa Rosa,95401,38.476738,-122.797884
CA,Santa Rosa,95404,38.393524,-122.693487
CA,Santa Rosa,95403,38.495143,-122.758702
CA,Santa Rosa,95403,38.50946914,-122.8041936
CA,Santa Ynez,93460,34.613461,-120.08222
CA,Santa Ynez,93460,34.613065,-120.079067
CA,Sausalito,94965,37.837674,-122.479424
CA,Sausalito,94965,37.857075,-122.481156
CA,Sea Ranch,95497,38.68013544,-123.4286542
CA,Seal Beach,90740,33.776791,-118.071752
CA,Shingletown,96088,40.511265,-121.812099
CA,Simi Valley,93065,34.283594,-118.781459
CA,Solana Beach,92075,32.980668,-117.25994
CA,Solana Beach,92075,32.982895,-117.270353
CA,Solvang,93463,34.595569,-120.146949
CA,Solvang,93463,34.590973,-120.140692
CA,Sonoma,95476,38.31433,-122.483323
CA,Sonoma,95476,38.173182,-122.450688
CA,Sonoma,95476,38.300409,-122.404582
CA,South Lake Tahoe,96150,38.955958,-119.943472
CA,South Lake Tahoe,96150,38.945142,-119.9714
CA,South Lake Tahoe,96150,38.932525,-119.934553
CA,South Lake Tahoe,96150,38.957597,-119.942903
CA,South Lake Tahoe,96150,38.95945,-119.946578
CA,South Lake Tahoe,96150,38.960888,-119.949382
CA,South Lake Tahoe,96150,38.96003,-119.944593
CA,St Helena,94574,38.520076,-122.475091
CA,St Helena,94574,38.500097,-122.478833
CA,St Helena,94574,38.509265,-122.47873
CA,St Helena,94574,38.51174,-122.431762
CA,St Helena,94574,38.519376,-122.495808
CA,St Helena,94574,38.556067,-122.499891
CA,St Helena,94574,38.47816209,-122.4377445
CA,St Helena,94574,38.500112,-122.464537
CA,St Helena,94574,38.522748,-122.466328
CA,St Helena,94574,38.484885,-122.447814
CA,St. Helena,94574,38.502538,-122.464163
CA,St. Helena,94574,38.502693,-122.46498
CA,St. Helena,94574,38.47029,-122.429221
CA,St. Helena,94574,38.476174,-122.439432
CA,Saint Helena,94574,38.467265,-122.353007
CA,Saint Helena,94574,38.463439,-122.34397
CA,St. Helena,94574,38.500385,-122.494364
CA,Saint Helena,94574,38.528367,-122.497893
CA,Saint Helena,94574,38.488966,-122.450642
CA,St. Helena,94574,38.487438,-122.437705
CA,St. Helena,94574,38.513669,-122.411303
CA,St. Helena,94574,38.486594,-122.401241
CA,St. Helena,94574,38.501547,-122.464962
CA,Saint Helena,94574,38.521066,-122.380758
CA,Susanville,96130,40.406425,-120.631174
CA,Sutter Creek,95685,38.393217,-120.755453
CA,Tahoe City,96145,39.166986,-120.145331
CA,Tahoe City,96145,39.161202,-120.145421
CA,Tahoe Vista,96148,39.241795,-120.056519
CA,Temecula,92592,33.525183,-117.063254
CA,Temecula,92592,33.45449693,-117.1017211
CA,Temecula,92591,33.532076,-117.072695
CA,Templeton,93465,35.577156,-120.722023
CA,Templeton,93465,35.579947,-120.717762
CA,Templeton,93446,35.573102,-120.734066
CA,Templeton,93465,35.555173,-120.748471
CA,Templeton,93465,35.553311,-120.751017
CA,Templeton,93465,35.575912,-120.690231
CA,Thousand Oaks,91360,34.179051,-118.878913
CA,Tiburon,94920,37.87524,-122.457576
CA,Torrance,90503,33.835418,-118.350232
CA,Trinidad,95570,41.058645,-124.142723
CA,Truckee,96161,39.329364,-120.184234
CA,Truckee,96161,39.324006,-120.169783
CA,Truckee,96161,39.267356,-120.12754
CA,Truckee,96161,39.282064,-120.119807
CA,Tulare,93274,36.211479,-119.323426
CA,Tuolumne,95379,37.973467,-120.238494
CA,Turlock,95380,37.523013,-120.884405
CA,Twain Harte,95383,38.043268,-120.211021
CA,Ukiah,95482,39.146923,-123.197382
CA,Ukiah,95482,39.145192,-123.197539
CA,Ukiah,95482,39.159804,-123.209385
CA,Universal City,90068,34.138517,-118.359033
CA,Upper Lake,95485,39.165064,-122.910465
CA,Van Nuys,91406,34.200613,-118.487033
CA,Ventura,93003,34.244476,-119.198193
CA,Victorville,92392,34.507929,-117.325725
CA,Vista,92081,33.14671,-117.242058
CA,West Hollywood,90069,34.092197,-118.377336
CA,West Hollywood,90069,34.095888,-118.370972
CA,West Hollywood,90069,34.095078,-118.372589
CA,West Hollywood,90069,34.088983,-118.376664
CA,West Hollywood,90069,34.089815,-118.385329
CA,Westlake Village,91362,34.151368,-118.804506
CA,Westlake Village,91361,34.155251,-118.825327
CA,Willits,95490,39.399684,-123.34894
CA,Windsor,95492,38.486825,-122.809057
CA,Windsor,95492,38.548871,-122.807484
CA,Winters,95694,38.635546,-121.993057
CA,Woodside,94062,37.438177,-122.322931
CA,Yorba Linda,92887,33.872461,-117.741086
CA,Yosemite National Park,95389,37.746673,-119.574149
CA,Yountville,94599,38.400273,-122.359225
CA,Yountville,94599,38.403189,-122.360392
CA,Yountville,94599,38.406023,-122.366826
CO,Alma,80420,39.270164,-106.046842
CO,Aspen,81611,39.186587,-106.820969
CO,Aspen,81611,39.191223,-106.819614
CO,Aspen,81611,39.189056,-106.821449
CO,Aspen,81611,39.186379,-106.819064
CO,Aspen,81611,39.184281,-106.813328
CO,Aspen,81611,39.186415,-106.817637
CO,Aurora,80014,39.673809,-104.831396
CO,Aurora,80019,39.800163,-104.686841
CO,Avon,81620,39.623285,-106.54137
CO,Avon,81620,39.636473,-106.524734
CO,Avon,81620,39.633467,-106.525345
CO,Avon,81620,39.63368625,-106.5329858
CO,Beaver Creek,81620,39.604956,-106.515175
CO,Beaver Creek,81620,39.604097,-106.518178
CO,Black Hawk,80422,39.799761,-105.508875
CO,Black Hawk,80422,39.798535,-105.482875
CO,Boulder,80302,40.017908,-105.259487
CO,Boulder,80301,40.062534,-105.204955
CO,Breckenridge,80424,39.480269,-106.066566
CO,Breckenridge,80424,39.485924,-106.066538
CO,Breckenridge,80424,39.475461,-106.050469
CO,Breckenridge,80424,39.475588,-106.052909
CO,Carbondale,81623,39.400333,-107.207906
CO,Colorado Springs,80906,38.791286,-104.848153
CO,Colorado Springs,80921,38.991182,-104.808662
CO,Colorado Springs,80904,38.847534,-104.864531
CO,Colorado Springs,80916,38.812965,-104.722561
CO,Colorado Springs,80903,38.833561,-104.825639
CO,Colorado Springs,80907,38.895299,-104.862952
CO,Crested Butte,81225,38.901088,-106.967653
CO,Crested Butte,81225,38.90055,-106.967131
CO,Cripple Creek,80813,38.75132,-105.173238
CO,Cripple Creek,80813,38.746334,-105.177958
CO,Cripple Creek,80813,38.74653,-105.175371
CO,Cripple Creek,80813,38.747008,-105.18701
CO,Denver,80202,39.746552,-104.997964
CO,Denver,80202,39.749943,-104.991521
CO,Denver,80237,39.626225,-104.894945
CO,Denver,80249,39.819697,-104.77173
CO,Denver,80239,39.772902,-104.807914
CO,Denver,80237,39.627148,-104.900355
CO,Dolores,81323,37.77261371,-108.0936762
